,Estados Unidos Mexicanos,Entidad federativa,Tamaño de la localidad,Grupos quinquenales de edad,Población de 15 años y más,Alfabetas :Total,Alfabetas :Hombres,Analfabetas :Mujeres,Analfabetas :Total,Analfabetas :Hombres,Analfabetas :Mujeres
226,Estados Unidos Mexicanos,02  Baja California,5 000 a 9 999 hab.,35 a 39 años,2762,2543,1275,1268,219,86,133
227,Estados Unidos Mexicanos,02  Baja California,5 000 a 9 999 hab.,40 a 44 años,2487,2252,1128,1124,235,96,139
228,Estados Unidos Mexicanos,02  Baja California,5 000 a 9 999 hab.,45 a 49 años,2101,1841,979,862,260,100,160
229,Estados Unidos Mexicanos,02  Baja California,5 000 a 9 999 hab.,50 a 54 años,1582,1325,697,628,257,106,151
230,Estados Unidos Mexicanos,02  Baja California,5 000 a 9 999 hab.,55 a 59 años,1156,954,556,398,202,98,104
231,Estados Unidos Mexicanos,02  Baja California,5 000 a 9 999 hab.,60 a 64 años,858,670,377,293,188,83,105
232,Estados Unidos Mexicanos,02  Baja California,5 000 a 9 999 hab.,65 y más años,1661,1204,654,550,457,192,265
233,Estados Unidos Mexicanos,02  Baja California,10 000 a 14 999 hab.,Total,0,0,0,0,0,0,0
234,Estados Unidos Mexicanos,02  Baja California,15 000 a 19 999 hab.,Total,0,0,0,0,0,0,0
235,Estados Unidos Mexicanos,02  Baja California,20 000 a 49 999 hab.,Total,13714,12884,6278,6606,830,328,502
236,Estados Unidos Mexicanos,02  Baja California,20 000 a 49 999 hab.,15 a 19 años,2852,2815,1356,1459,37,15,22
237,Estados Unidos Mexicanos,02  Baja California,20 000 a 49 999 hab.,20 a 24 años,2213,2162,1023,1139,51,20,31
238,Estados Unidos Mexicanos,02  Baja California,20 000 a 49 999 hab.,25 a 29 años,1675,1617,770,847,58,23,35
239,Estados Unidos Mexicanos,02  Baja California,20 000 a 49 999 hab.,30 a 34 años,1512,1452,714,738,60,22,38
240,Estados Unidos Mexicanos,02  Baja California,20 000 a 49 999 hab.,35 a 39 años,1223,1145,555,590,78,26,52
241,Estados Unidos Mexicanos,02  Baja California,20 000 a 49 999 hab.,40 a 44 años,944,867,408,459,77,34,43
242,Estados Unidos Mexicanos,02  Baja California,20 000 a 49 999 hab.,45 a 49 años,825,751,395,356,74,36,38
243,Estados Unidos Mexicanos,02  Baja California,20 000 a 49 999 hab.,50 a 54 años,662,588,282,306,74,21,53
244,Estados Unidos Mexicanos,02  Baja California,20 000 a 49 999 hab.,55 a 59 años,575,498,259,239,77,38,39
245,Estados Unidos Mexicanos,02  Baja California,20 000 a 49 999 hab.,60 a 64 años,391,330,183,147,61,22,39
246,Estados Unidos Mexicanos,02  Baja California,20 000 a 49 999 hab.,65 y más años,842,659,333,326,183,71,112
247,Estados Unidos Mexicanos,02  Baja California,50 000 a 99 999 hab.,Total,0,0,0,0,0,0,0
248,Estados Unidos Mexicanos,02  Baja California,100 000  y más hab.,Total,536319,507333,245863,261470,28986,10648,18338
249,Estados Unidos Mexicanos,02  Baja California,100 000  y más hab.,15 a 19 años,108949,107451,52399,55052,1498,729,769
250,Estados Unidos Mexicanos,02  Baja California,100 000  y más hab.,20 a 24 años,91548,89628,42176,47452,1920,798,1122
251,Estados Unidos Mexicanos,02  Baja California,100 000  y más hab.,25 a 29 años,69808,67782,31848,35934,2026,796,1230
252,Estados Unidos Mexicanos,02  Baja California,100 000  y más hab.,30 a 34 años,56247,53957,25925,28032,2290,854,1436
253,Estados Unidos Mexicanos,02  Baja California,100 000  y más hab.,35 a 39 años,46823,44351,21721,22630,2472,887,1585
254,Estados Unidos Mexicanos,02  Baja California,100 000  y más hab.,40 a 44 años,38280,35697,17683,18014,2583,892,1691
255,Estados Unidos Mexicanos,02  Baja California,100 000  y más hab.,45 a 49 años,33012,30229,14982,15247,2783,951,1832
256,Estados Unidos Mexicanos,02  Baja California,100 000  y más hab.,50 a 54 años,27366,24517,12471,12046,2849,987,1862
257,Estados Unidos Mexicanos,02  Baja California,100 000  y más hab.,55 a 59 años,21429,18856,9916,8940,2573,981,1592
258,Estados Unidos Mexicanos,02  Baja California,100 000  y más hab.,60 a 64 años,14970,12869,6501,6368,2101,763,1338
259,Estados Unidos Mexicanos,02  Baja California,100 000  y más hab.,65 y más años,27887,21996,10241,11755,5891,2010,3881
260,Estados Unidos Mexicanos,03  Baja California Sur,Total,Total,122210,113019,58177,54842,9191,4295,4896
261,Estados Unidos Mexicanos,03  Baja California Sur,Total,15 a 19 años,24767,23958,11958,12000,809,421,388
262,Estados Unidos Mexicanos,03  Baja California Sur,Total,20 a 24 años,21149,20297,10122,10175,852,402,450
263,Estados Unidos Mexicanos,03  Baja California Sur,Total,25 a 29 años,16802,15972,8194,7778,830,362,468
264,Estados Unidos Mexicanos,03  Baja California Sur,Total,30 a 34 años,13200,12408,6488,5920,792,338,454
265,Estados Unidos Mexicanos,03  Baja California Sur,Total,35 a 39 años,10898,10048,5259,4789,850,394,456
266,Estados Unidos Mexicanos,03  Baja California Sur,Total,40 a 44 años,8523,7813,4232,3581,710,326,384
267,Estados Unidos Mexicanos,03  Baja California Sur,Total,45 a 49 años,6942,6297,3430,2867,645,286,359
268,Estados Unidos Mexicanos,03  Baja California Sur,Total,50 a 54 años,5478,4721,2541,2180,757,369,388
269,Estados Unidos Mexicanos,03  Baja California Sur,Total,55 a 59 años,4236,3607,1950,1657,629,301,328
270,Estados Unidos Mexicanos,03  Baja California Sur,Total,60 a 64 años,3195,2636,1421,1215,559,286,273
271,Estados Unidos Mexicanos,03  Baja California Sur,Total,65 y más años,7020,5262,2582,2680,1758,810,948
272,Estados Unidos Mexicanos,03  Baja California Sur,1 a 2 499 hab.,Total,36297,31720,16882,14838,4577,2325,2252
273,Estados Unidos Mexicanos,03  Baja California Sur,1 a 2 499 hab.,15 a 19 años,6951,6522,3303,3219,429,223,206
274,Estados Unidos Mexicanos,03  Baja California Sur,1 a 2 499 hab.,20 a 24 años,5760,5376,2756,2620,384,200,184
275,Estados Unidos Mexicanos,03  Baja California Sur,1 a 2 499 hab.,25 a 29 años,4503,4107,2211,1896,396,169,227
276,Estados Unidos Mexicanos,03  Baja California Sur,1 a 2 499 hab.,30 a 34 años,3546,3175,1698,1477,371,167,204
277,Estados Unidos Mexicanos,03  Baja California Sur,1 a 2 499 hab.,35 a 39 años,3189,2781,1502,1279,408,200,208
278,Estados Unidos Mexicanos,03  Baja California Sur,1 a 2 499 hab.,40 a 44 años,2642,2294,1296,998,348,177,171
279,Estados Unidos Mexicanos,03  Baja California Sur,1 a 2 499 hab.,45 a 49 años,2259,1953,1099,854,306,160,146
280,Estados Unidos Mexicanos,03  Baja California Sur,1 a 2 499 hab.,50 a 54 años,1893,1534,850,684,359,192,167
281,Estados Unidos Mexicanos,03  Baja California Sur,1 a 2 499 hab.,55 a 59 años,1526,1204,686,518,322,183,139
282,Estados Unidos Mexicanos,03  Baja California Sur,1 a 2 499 hab.,60 a 64 años,1150,854,472,382,296,162,134
283,Estados Unidos Mexicanos,03  Baja California Sur,1 a 2 499 hab.,65 y más años,2878,1920,1009,911,958,492,466
284,Estados Unidos Mexicanos,03  Baja California Sur,2 500 a 4 999 hab.,Total,12067,11536,5879,5657,531,251,280
285,Estados Unidos Mexicanos,03  Baja California Sur,2 500 a 4 999 hab.,15 a 19 años,2454,2405,1179,1226,49,28,21
286,Estados Unidos Mexicanos,03  Baja California Sur,2 500 a 4 999 hab.,20 a 24 años,1842,1803,894,909,39,15,24
287,Estados Unidos Mexicanos,03  Baja California Sur,2 500 a 4 999 hab.,25 a 29 años,1636,1590,800,790,46,21,25
288,Estados Unidos Mexicanos,03  Baja California Sur,2 500 a 4 999 hab.,30 a 34 años,1463,1428,741,687,35,18,17
289,Estados Unidos Mexicanos,03  Baja California Sur,2 500 a 4 999 hab.,35 a 39 años,1142,1102,593,509,40,16,24
290,Estados Unidos Mexicanos,03  Baja California Sur,2 500 a 4 999 hab.,40 a 44 años,889,849,472,377,40,19,21
291,Estados Unidos Mexicanos,03  Baja California Sur,2 500 a 4 999 hab.,45 a 49 años,682,648,333,315,34,13,21
292,Estados Unidos Mexicanos,03  Baja California Sur,2 500 a 4 999 hab.,50 a 54 años,512,466,250,216,46,23,23
293,Estados Unidos Mexicanos,03  Baja California Sur,2 500 a 4 999 hab.,55 a 59 años,412,380,214,166,32,13,19
294,Estados Unidos Mexicanos,03  Baja California Sur,2 500 a 4 999 hab.,60 a 64 años,337,299,168,131,38,18,20
295,Estados Unidos Mexicanos,03  Baja California Sur,2 500 a 4 999 hab.,65 y más años,698,566,235,331,132,67,65
296,Estados Unidos Mexicanos,03  Baja California Sur,5 000 a 9 999 hab.,Total,7773,7292,3713,3579,481,205,276
297,Estados Unidos Mexicanos,03  Baja California Sur,5 000 a 9 999 hab.,15 a 19 años,1605,1568,819,749,37,20,17
298,Estados Unidos Mexicanos,03  Baja California Sur,5 000 a 9 999 hab.,20 a 24 años,1229,1178,552,626,51,17,34
299,Estados Unidos Mexicanos,03  Baja California Sur,5 000 a 9 999 hab.,25 a 29 años,960,920,434,486,40,22,18
300,Estados Unidos Mexicanos,03  Baja California Sur,5 000 a 9 999 hab.,30 a 34 años,788,753,371,382,35,15,20
301,Estados Unidos Mexicanos,03  Baja California Sur,5 000 a 9 999 hab.,35 a 39 años,665,614,323,291,51,24,27
302,Estados Unidos Mexicanos,03  Baja California Sur,5 000 a 9 999 hab.,40 a 44 años,593,547,287,260,46,21,25
303,Estados Unidos Mexicanos,03  Baja California Sur,5 000 a 9 999 hab.,45 a 49 años,485,457,248,209,28,8,20
304,Estados Unidos Mexicanos,03  Baja California Sur,5 000 a 9 999 hab.,50 a 54 años,422,378,206,172,44,15,29
305,Estados Unidos Mexicanos,03  Baja California Sur,5 000 a 9 999 hab.,55 a 59 años,290,255,146,109,35,16,19
306,Estados Unidos Mexicanos,03  Baja California Sur,5 000 a 9 999 hab.,60 a 64 años,222,186,103,83,36,20,16
307,Estados Unidos Mexicanos,03  Baja California Sur,5 000 a 9 999 hab.,65 y más años,514,436,224,212,78,27,51
308,Estados Unidos Mexicanos,03  Baja California Sur,10 000 a 14 999 hab.,Total,0,0,0,0,0,0,0
309,Estados Unidos Mexicanos,03  Baja California Sur,15 000 a 19 999 hab.,Total,0,0,0,0,0,0,0
310,Estados Unidos Mexicanos,03  Baja California Sur,20 000 a 49 999 hab.,Total,12722,11620,5936,5684,1102,468,634
311,Estados Unidos Mexicanos,03  Baja California Sur,20 000 a 49 999 hab.,15 a 19 años,2730,2650,1293,1357,80,42,38
312,Estados Unidos Mexicanos,03  Baja California Sur,20 000 a 49 999 hab.,20 a 24 años,2464,2337,1119,1218,127,47,80
313,Estados Unidos Mexicanos,03  Baja California Sur,20 000 a 49 999 hab.,25 a 29 años,1878,1762,893,869,116,46,70
314,Estados Unidos Mexicanos,03  Baja California Sur,20 000 a 49 999 hab.,30 a 34 años,1413,1292,671,621,121,47,74
315,Estados Unidos Mexicanos,03  Baja California Sur,20 000 a 49 999 hab.,35 a 39 años,1130,1025,521,504,105,46,59
316,Estados Unidos Mexicanos,03  Baja California Sur,20 000 a 49 999 hab.,40 a 44 años,908,806,428,378,102,40,62
317,Estados Unidos Mexicanos,03  Baja California Sur,20 000 a 49 999 hab.,45 a 49 años,668,559,329,230,109,45,64
318,Estados Unidos Mexicanos,03  Baja California Sur,20 000 a 49 999 hab.,50 a 54 años,484,391,231,160,93,48,45
319,Estados Unidos Mexicanos,03  Baja California Sur,20 000 a 49 999 hab.,55 a 59 años,360,291,161,130,69,33,36
320,Estados Unidos Mexicanos,03  Baja California Sur,20 000 a 49 999 hab.,60 a 64 años,219,177,106,71,42,16,26
321,Estados Unidos Mexicanos,03  Baja California Sur,20 000 a 49 999 hab.,65 y más años,468,330,184,146,138,58,80
322,Estados Unidos Mexicanos,03  Baja California Sur,50 000 a 99 999 hab.,Total,53351,50851,25767,25084,2500,1046,1454
323,Estados Unidos Mexicanos,03  Baja California Sur,50 000 a 99 999 hab.,15 a 19 años,11027,10813,5364,5449,214,108,106
324,Estados Unidos Mexicanos,03  Baja California Sur,50 000 a 99 999 hab.,20 a 24 años,9854,9603,4801,4802,251,123,128
325,Estados Unidos Mexicanos,03  Baja California Sur,50 000 a 99 999 hab.,25 a 29 años,7825,7593,3856,3737,232,104,128
326,Estados Unidos Mexicanos,03  Baja California Sur,50 000 a 99 999 hab.,30 a 34 años,5990,5760,3007,2753,230,91,139
327,Estados Unidos Mexicanos,03  Baja California Sur,50 000 a 99 999 hab.,35 a 39 años,4772,4526,2320,2206,246,108,138
328,Estados Unidos Mexicanos,03  Baja California Sur,50 000 a 99 999 hab.,40 a 44 años,3491,3317,1749,1568,174,69,105
329,Estados Unidos Mexicanos,03  Baja California Sur,50 000 a 99 999 hab.,45 a 49 años,2848,2680,1421,1259,168,60,108
330,Estados Unidos Mexicanos,03  Baja California Sur,50 000 a 99 999 hab.,50 a 54 años,2167,1952,1004,948,215,91,124
331,Estados Unidos Mexicanos,03  Baja California Sur,50 000 a 99 999 hab.,55 a 59 años,1648,1477,743,734,171,56,115
332,Estados Unidos Mexicanos,03  Baja California Sur,50 000 a 99 999 hab.,60 a 64 años,1267,1120,572,548,147,70,77
333,Estados Unidos Mexicanos,03  Baja California Sur,50 000 a 99 999 hab.,65 y más años,2462,2010,930,1080,452,166,286
334,Estados Unidos Mexicanos,03  Baja California Sur,100 000  y más hab.,Total,0,0,0,0,0,0,0
335,Estados Unidos Mexicanos,04  Campeche,Total,Total,235513,195442,101330,94112,40071,16335,23736
336,Estados Unidos Mexicanos,04  Campeche,Total,15 a 19 años,47154,43721,21613,22108,3433,1405,2028
337,Estados Unidos Mexicanos,04  Campeche,Total,20 a 24 años,36150,32246,15675,16571,3904,1438,2466
338,Estados Unidos Mexicanos,04  Campeche,Total,25 a 29 años,32569,27903,13706,14197,4666,1860,2806
339,Estados Unidos Mexicanos,04  Campeche,Total,30 a 34 años,25229,21539,11340,10199,3690,1512,2178
340,Estados Unidos Mexicanos,04  Campeche,Total,35 a 39 años,22357,18282,9675,8607,4075,1525,2550
341,Estados Unidos Mexicanos,04  Campeche,Total,40 a 44 años,17606,14182,7693,6489,3424,1335,2089
342,Estados Unidos Mexicanos,04  Campeche,Total,45 a 49 años,14316,10916,6088,4828,3400,1361,2039
343,Estados Unidos Mexicanos,04  Campeche,Total,50 a 54 años,11198,8072,4583,3489,3126,1259,1867
344,Estados Unidos Mexicanos,04  Campeche,Total,55 a 59 años,8401,6061,3523,2538,2340,997,1343
345,Estados Unidos Mexicanos,04  Campeche,Total,60 a 64 años,6798,4360,2618,1742,2438,1074,1364
346,Estados Unidos Mexicanos,04  Campeche,Total,65 y más años,13735,8160,4816,3344,5575,2569,3006
347,Estados Unidos Mexicanos,04  Campeche,1 a 2 499 hab.,Total,65445,46517,26742,19775,18928,8130,10798
348,Estados Unidos Mexicanos,04  Campeche,1 a 2 499 hab.,15 a 19 años,13834,11780,6053,5727,2054,909,1145
349,Estados Unidos Mexicanos,04  Campeche,1 a 2 499 hab.,20 a 24 años,10169,8134,4316,3818,2035,769,1266
350,Estados Unidos Mexicanos,04  Campeche,1 a 2 499 hab.,25 a 29 años,8630,6470,3555,2915,2160,779,1381
351,Estados Unidos Mexicanos,04  Campeche,1 a 2 499 hab.,30 a 34 años,6550,4705,2700,2005,1845,759,1086
352,Estados Unidos Mexicanos,04  Campeche,1 a 2 499 hab.,35 a 39 años,6485,4394,2599,1795,2091,788,1303
353,Estados Unidos Mexicanos,04  Campeche,1 a 2 499 hab.,40 a 44 años,4691,3064,1916,1148,1627,725,902
354,Estados Unidos Mexicanos,04  Campeche,1 a 2 499 hab.,45 a 49 años,4146,2512,1628,884,1634,687,947
355,Estados Unidos Mexicanos,04  Campeche,1 a 2 499 hab.,50 a 54 años,3154,1798,1258,540,1356,620,736
356,Estados Unidos Mexicanos,04  Campeche,1 a 2 499 hab.,55 a 59 años,2290,1283,909,374,1007,468,539
357,Estados Unidos Mexicanos,04  Campeche,1 a 2 499 hab.,60 a 64 años,1899,905,683,222,994,479,515
358,Estados Unidos Mexicanos,04  Campeche,1 a 2 499 hab.,65 y más años,3597,1472,1125,347,2125,1147,978
359,Estados Unidos Mexicanos,04  Campeche,2 500 a 4 999 hab.,Total,16952,12642,6909,5733,4310,1783,2527
360,Estados Unidos Mexicanos,04  Campeche,2 500 a 4 999 hab.,15 a 19 años,3423,3117,1589,1528,306,106,200
361,Estados Unidos Mexicanos,04  Campeche,2 500 a 4 999 hab.,20 a 24 años,2683,2340,1207,1133,343,129,214
362,Estados Unidos Mexicanos,04  Campeche,2 500 a 4 999 hab.,25 a 29 años,2136,1745,903,842,391,141,250
363,Estados Unidos Mexicanos,04  Campeche,2 500 a 4 999 hab.,30 a 34 años,1702,1279,712,567,423,171,252
364,Estados Unidos Mexicanos,04  Campeche,2 500 a 4 999 hab.,35 a 39 años,1481,1072,580,492,409,155,254
365,Estados Unidos Mexicanos,04  Campeche,2 500 a 4 999 hab.,40 a 44 años,1223,819,469,350,404,158,246
366,Estados Unidos Mexicanos,04  Campeche,2 500 a 4 999 hab.,45 a 49 años,1058,663,375,288,395,155,240
367,Estados Unidos Mexicanos,04  Campeche,2 500 a 4 999 hab.,50 a 54 años,923,520,329,191,403,150,253
368,Estados Unidos Mexicanos,04  Campeche,2 500 a 4 999 hab.,55 a 59 años,660,367,237,130,293,133,160
369,Estados Unidos Mexicanos,04  Campeche,2 500 a 4 999 hab.,60 a 64 años,575,279,201,78,296,159,137
370,Estados Unidos Mexicanos,04  Campeche,2 500 a 4 999 hab.,65 y más años,1088,441,307,134,647,326,321
371,Estados Unidos Mexicanos,04  Campeche,5 000 a 9 999 hab.,Total,22959,17910,9254,8656,5049,1998,3051
372,Estados Unidos Mexicanos,04  Campeche,5 000 a 9 999 hab.,15 a 19 años,4474,4160,2107,2053,314,95,219
373,Estados Unidos Mexicanos,04  Campeche,5 000 a 9 999 hab.,20 a 24 años,3287,2922,1421,1501,365,136,229
374,Estados Unidos Mexicanos,04  Campeche,5 000 a 9 999 hab.,25 a 29 años,2608,2176,1109,1067,432,160,272
375,Estados Unidos Mexicanos,04  Campeche,5 000 a 9 999 hab.,30 a 34 años,2188,1791,896,895,397,142,255
376,Estados Unidos Mexicanos,04  Campeche,5 000 a 9 999 hab.,35 a 39 años,2050,1576,796,780,474,177,297
377,Estados Unidos Mexicanos,04  Campeche,5 000 a 9 999 hab.,40 a 44 años,1696,1249,646,603,447,157,290
378,Estados Unidos Mexicanos,04  Campeche,5 000 a 9 999 hab.,45 a 49 años,1482,1010,539,471,472,183,289
379,Estados Unidos Mexicanos,04  Campeche,5 000 a 9 999 hab.,50 a 54 años,1283,831,444,387,452,202,250
380,Estados Unidos Mexicanos,04  Campeche,5 000 a 9 999 hab.,55 a 59 años,1008,672,363,309,336,145,191
381,Estados Unidos Mexicanos,04  Campeche,5 000 a 9 999 hab.,60 a 64 años,988,544,319,225,444,177,267
382,Estados Unidos Mexicanos,04  Campeche,5 000 a 9 999 hab.,65 y más años,1895,979,614,365,916,424,492
383,Estados Unidos Mexicanos,04  Campeche,10 000 a 14 999 hab.,Total,12001,10035,5340,4695,1966,776,1190
384,Estados Unidos Mexicanos,04  Campeche,10 000 a 14 999 hab.,15 a 19 años,2440,2233,1142,1091,207,94,113
385,Estados Unidos Mexicanos,04  Campeche,10 000 a 14 999 hab.,20 a 24 años,1940,1731,822,909,209,92,117
386,Estados Unidos Mexicanos,04  Campeche,10 000 a 14 999 hab.,25 a 29 años,1619,1418,687,731,201,79,122
387,Estados Unidos Mexicanos,04  Campeche,10 000 a 14 999 hab.,30 a 34 años,1239,1046,566,480,193,89,104
388,Estados Unidos Mexicanos,04  Campeche,10 000 a 14 999 hab.,35 a 39 años,1108,890,495,395,218,72,146
389,Estados Unidos Mexicanos,04  Campeche,10 000 a 14 999 hab.,40 a 44 años,909,736,406,330,173,69,104
390,Estados Unidos Mexicanos,04  Campeche,10 000 a 14 999 hab.,45 a 49 años,769,599,347,252,170,60,110
391,Estados Unidos Mexicanos,04  Campeche,10 000 a 14 999 hab.,50 a 54 años,586,431,269,162,155,43,112
392,Estados Unidos Mexicanos,04  Campeche,10 000 a 14 999 hab.,55 a 59 años,404,306,187,119,98,34,64
393,Estados Unidos Mexicanos,04  Campeche,10 000 a 14 999 hab.,60 a 64 años,335,224,150,74,111,48,63
394,Estados Unidos Mexicanos,04  Campeche,10 000 a 14 999 hab.,65 y más años,652,421,269,152,231,96,135
395,Estados Unidos Mexicanos,04  Campeche,15 000 a 19 999 hab.,Total,0,0,0,0,0,0,0
396,Estados Unidos Mexicanos,04  Campeche,20 000 a 49 999 hab.,Total,0,0,0,0,0,0,0
397,Estados Unidos Mexicanos,04  Campeche,50 000 a 99 999 hab.,Total,40824,37247,18243,19004,3577,1399,2178
398,Estados Unidos Mexicanos,04  Campeche,50 000 a 99 999 hab.,15 a 19 años,7977,7747,3655,4092,230,75,155
399,Estados Unidos Mexicanos,04  Campeche,50 000 a 99 999 hab.,20 a 24 años,6281,5875,2592,3283,406,123,283
400,Estados Unidos Mexicanos,04  Campeche,50 000 a 99 999 hab.,25 a 29 años,6161,5485,2525,2960,676,356,320
401,Estados Unidos Mexicanos,04  Campeche,50 000 a 99 999 hab.,30 a 34 años,4997,4620,2400,2220,377,159,218
402,Estados Unidos Mexicanos,04  Campeche,50 000 a 99 999 hab.,35 a 39 años,4164,3782,1851,1931,382,165,217
403,Estados Unidos Mexicanos,04  Campeche,50 000 a 99 999 hab.,40 a 44 años,3683,3400,1806,1594,283,95,188
404,Estados Unidos Mexicanos,04  Campeche,50 000 a 99 999 hab.,45 a 49 años,2173,1945,1063,882,228,90,138
405,Estados Unidos Mexicanos,04  Campeche,50 000 a 99 999 hab.,50 a 54 años,1638,1405,748,657,233,80,153
406,Estados Unidos Mexicanos,04  Campeche,50 000 a 99 999 hab.,55 a 59 años,1137,970,539,431,167,60,107
407,Estados Unidos Mexicanos,04  Campeche,50 000 a 99 999 hab.,60 a 64 años,869,694,381,313,175,55,120
408,Estados Unidos Mexicanos,04  Campeche,50 000 a 99 999 hab.,65 y más años,1744,1324,683,641,420,141,279
409,Estados Unidos Mexicanos,04  Campeche,100 000  y más hab.,Total,77332,71091,34842,36249,6241,2249,3992
410,Estados Unidos Mexicanos,04  Campeche,100 000  y más hab.,15 a 19 años,15006,14684,7067,7617,322,126,196
