,Estados Unidos Mexicanos,Entidad federativa,Tamaño de la localidad,Grupos de edad,Saben leer y escribir :Hombres y mujeres,Saben leer y escribir :Hombres,No saben leer y escribir :Mujeres,No saben leer y escribir :Hombres y mujeres,No saben leer y escribir :Hombres,No saben leer y escribir :Mujeres,No saben leer y escribir :Hombres y mujeres,No saben leer y escribir :Hombres,No saben leer y escribir :Mujeres
188,Estados Unidos Mexicanos,"Baja California, Territorio",De 2 500 a 4 999 habitantes,De 30 a 34 años,280,131,149,271,125,146,9,6,3
189,Estados Unidos Mexicanos,"Baja California, Territorio",De 2 500 a 4 999 habitantes,De 35 a 39 años,307,144,163,289,135,154,18,9,9
190,Estados Unidos Mexicanos,"Baja California, Territorio",De 2 500 a 4 999 habitantes,De 40 años y más,956,470,486,825,411,414,131,59,72
191,Estados Unidos Mexicanos,"Baja California, Territorio",De 5 000 a 9 999 habitantes,Total,6011,3072,2939,5348,2742,2606,663,330,333
192,Estados Unidos Mexicanos,"Baja California, Territorio",De 5 000 a 9 999 habitantes,De 6 a 9 años,873,460,413,605,308,297,268,152,116
193,Estados Unidos Mexicanos,"Baja California, Territorio",De 5 000 a 9 999 habitantes,De 10 a 14 años,1091,568,523,1058,550,508,33,18,15
194,Estados Unidos Mexicanos,"Baja California, Territorio",De 5 000 a 9 999 habitantes,De 15 a 19 años,807,417,390,783,405,378,24,12,12
195,Estados Unidos Mexicanos,"Baja California, Territorio",De 5 000 a 9 999 habitantes,De 20 a 24 años,538,248,290,521,241,280,17,7,10
196,Estados Unidos Mexicanos,"Baja California, Territorio",De 5 000 a 9 999 habitantes,De 25 a 29 años,443,224,219,414,215,199,29,9,20
197,Estados Unidos Mexicanos,"Baja California, Territorio",De 5 000 a 9 999 habitantes,De 30 a 34 años,381,202,179,361,194,167,20,8,12
198,Estados Unidos Mexicanos,"Baja California, Territorio",De 5 000 a 9 999 habitantes,De 35 a 39 años,416,211,205,390,205,185,26,6,20
199,Estados Unidos Mexicanos,"Baja California, Territorio",De 5 000 a 9 999 habitantes,De 40 años y más,1462,742,720,1216,624,592,246,118,128
200,Estados Unidos Mexicanos,"Baja California, Territorio",De 10 000 a 19 999 habitantes,Total,8221,4174,4047,6619,3406,3213,1602,768,834
201,Estados Unidos Mexicanos,"Baja California, Territorio",De 10 000 a 19 999 habitantes,De 6 a 9 años,1560,766,794,882,433,449,678,333,345
202,Estados Unidos Mexicanos,"Baja California, Territorio",De 10 000 a 19 999 habitantes,De 10 a 14 años,1492,746,746,1367,686,681,125,60,65
203,Estados Unidos Mexicanos,"Baja California, Territorio",De 10 000 a 19 999 habitantes,De 15 a 19 años,1094,536,558,1007,494,513,87,42,45
204,Estados Unidos Mexicanos,"Baja California, Territorio",De 10 000 a 19 999 habitantes,De 20 a 24 años,847,400,447,746,347,399,101,53,48
205,Estados Unidos Mexicanos,"Baja California, Territorio",De 10 000 a 19 999 habitantes,De 25 a 29 años,752,370,382,652,332,320,100,38,62
206,Estados Unidos Mexicanos,"Baja California, Territorio",De 10 000 a 19 999 habitantes,De 30 a 34 años,581,288,293,492,250,242,89,38,51
207,Estados Unidos Mexicanos,"Baja California, Territorio",De 10 000 a 19 999 habitantes,De 35 a 39 años,557,303,254,460,251,209,97,52,45
208,Estados Unidos Mexicanos,"Baja California, Territorio",De 10 000 a 19 999 habitantes,De 40 años y más,1338,765,573,1013,613,400,325,152,173
209,Estados Unidos Mexicanos,"Baja California, Territorio",De 20 000 a 49 999 habitantes,Total,36446,18284,18162,31465,15898,15567,4981,2386,2595
210,Estados Unidos Mexicanos,"Baja California, Territorio",De 20 000 a 49 999 habitantes,De 6 a 9 años,5762,2959,2803,3601,1827,1774,2161,1132,1029
211,Estados Unidos Mexicanos,"Baja California, Territorio",De 20 000 a 49 999 habitantes,De 10 a 14 años,6282,3185,3097,5970,3016,2954,312,169,143
212,Estados Unidos Mexicanos,"Baja California, Territorio",De 20 000 a 49 999 habitantes,De 15 a 19 años,4987,2513,2474,4707,2392,2315,280,121,159
213,Estados Unidos Mexicanos,"Baja California, Territorio",De 20 000 a 49 999 habitantes,De 20 a 24 años,3979,1916,2063,3687,1793,1894,292,123,169
214,Estados Unidos Mexicanos,"Baja California, Territorio",De 20 000 a 49 999 habitantes,De 25 a 29 años,3115,1527,1588,2849,1410,1439,266,117,149
215,Estados Unidos Mexicanos,"Baja California, Territorio",De 20 000 a 49 999 habitantes,De 30 a 34 años,2521,1308,1213,2317,1224,1093,204,84,120
216,Estados Unidos Mexicanos,"Baja California, Territorio",De 20 000 a 49 999 habitantes,De 35 a 39 años,2406,1249,1157,2180,1151,1029,226,98,128
217,Estados Unidos Mexicanos,"Baja California, Territorio",De 20 000 a 49 999 habitantes,De 40 años y más,7394,3627,3767,6154,3085,3069,1240,542,698
218,Estados Unidos Mexicanos,Campeche,Total,Total,202282,101683,100599,148675,77975,70700,53607,23708,29899
219,Estados Unidos Mexicanos,Campeche,Total,De 6 a 9 años,31444,15625,15819,16829,8397,8432,14615,7228,7387
220,Estados Unidos Mexicanos,Campeche,Total,De 10 a 14 años,33043,16813,16230,28877,14750,14127,4166,2063,2103
221,Estados Unidos Mexicanos,Campeche,Total,De 15 a 19 años,27847,13592,14255,23954,11904,12050,3893,1688,2205
222,Estados Unidos Mexicanos,Campeche,Total,De 20 a 24 años,20848,10122,10726,17058,8630,8428,3790,1492,2298
223,Estados Unidos Mexicanos,Campeche,Total,De 25 a 29 años,16810,8099,8711,13255,6755,6500,3555,1344,2211
224,Estados Unidos Mexicanos,Campeche,Total,De 30 a 34 años,13356,6589,6767,10387,5439,4948,2969,1150,1819
225,Estados Unidos Mexicanos,Campeche,Total,De 35 a 39 años,13712,6817,6895,9896,5401,4495,3816,1416,2400
226,Estados Unidos Mexicanos,Campeche,Total,De 40 años y más,45222,24026,21196,28419,16699,11720,16803,7327,9476
227,Estados Unidos Mexicanos,Campeche,Hasta 2 499 habitantes,Total,70719,37295,33424,44897,25284,19613,25822,12011,13811
228,Estados Unidos Mexicanos,Campeche,Hasta 2 499 habitantes,De 6 a 9 años,12455,6214,6241,5142,2567,2575,7313,3647,3666
229,Estados Unidos Mexicanos,Campeche,Hasta 2 499 habitantes,De 10 a 14 años,11995,6189,5806,9626,4979,4647,2369,1210,1159
230,Estados Unidos Mexicanos,Campeche,Hasta 2 499 habitantes,De 15 a 19 años,9612,4844,4768,7518,3935,3583,2094,909,1185
231,Estados Unidos Mexicanos,Campeche,Hasta 2 499 habitantes,De 20 a 24 años,7406,3837,3569,5378,3015,2363,2028,822,1206
232,Estados Unidos Mexicanos,Campeche,Hasta 2 499 habitantes,De 25 a 29 años,5935,2996,2939,4114,2280,1834,1821,716,1105
233,Estados Unidos Mexicanos,Campeche,Hasta 2 499 habitantes,De 30 a 34 años,4372,2332,2040,2983,1764,1219,1389,568,821
234,Estados Unidos Mexicanos,Campeche,Hasta 2 499 habitantes,De 35 a 39 años,4734,2476,2258,2926,1771,1155,1808,705,1103
235,Estados Unidos Mexicanos,Campeche,Hasta 2 499 habitantes,De 40 años y más,14210,8407,5803,7210,4973,2237,7000,3434,3566
236,Estados Unidos Mexicanos,Campeche,De 2 500 a 4 999 habitantes,Total,24822,12727,12095,16898,9169,7729,7924,3558,4366
237,Estados Unidos Mexicanos,Campeche,De 2 500 a 4 999 habitantes,De 6 a 9 años,3643,1828,1815,2091,1089,1002,1552,739,813
238,Estados Unidos Mexicanos,Campeche,De 2 500 a 4 999 habitantes,De 10 a 14 años,4007,2119,1888,3476,1870,1606,531,249,282
239,Estados Unidos Mexicanos,Campeche,De 2 500 a 4 999 habitantes,De 15 a 19 años,3430,1743,1687,2849,1485,1364,581,258,323
240,Estados Unidos Mexicanos,Campeche,De 2 500 a 4 999 habitantes,De 20 a 24 años,2470,1191,1279,1865,942,923,605,249,356
241,Estados Unidos Mexicanos,Campeche,De 2 500 a 4 999 habitantes,De 25 a 29 años,1933,899,1034,1382,672,710,551,227,324
242,Estados Unidos Mexicanos,Campeche,De 2 500 a 4 999 habitantes,De 30 a 34 años,1622,806,816,1113,599,514,509,207,302
243,Estados Unidos Mexicanos,Campeche,De 2 500 a 4 999 habitantes,De 35 a 39 años,1716,878,838,1051,617,434,665,261,404
244,Estados Unidos Mexicanos,Campeche,De 2 500 a 4 999 habitantes,De 40 años y más,6001,3263,2738,3071,1895,1176,2930,1368,1562
245,Estados Unidos Mexicanos,Campeche,De 5 000 a 9 999 habitantes,Total,21112,10602,10510,15624,8231,7393,5488,2371,3117
246,Estados Unidos Mexicanos,Campeche,De 5 000 a 9 999 habitantes,De 6 a 9 años,3139,1547,1592,1961,972,989,1178,575,603
247,Estados Unidos Mexicanos,Campeche,De 5 000 a 9 999 habitantes,De 10 a 14 años,3677,1876,1801,3326,1708,1618,351,168,183
248,Estados Unidos Mexicanos,Campeche,De 5 000 a 9 999 habitantes,De 15 a 19 años,2980,1474,1506,2576,1293,1283,404,181,223
249,Estados Unidos Mexicanos,Campeche,De 5 000 a 9 999 habitantes,De 20 a 24 años,1952,969,983,1596,835,761,356,134,222
250,Estados Unidos Mexicanos,Campeche,De 5 000 a 9 999 habitantes,De 25 a 29 años,1599,763,836,1251,631,620,348,132,216
251,Estados Unidos Mexicanos,Campeche,De 5 000 a 9 999 habitantes,De 30 a 34 años,1412,661,751,1051,522,529,361,139,222
252,Estados Unidos Mexicanos,Campeche,De 5 000 a 9 999 habitantes,De 35 a 39 años,1449,696,753,1007,537,470,442,159,283
253,Estados Unidos Mexicanos,Campeche,De 5 000 a 9 999 habitantes,De 40 años y más,4904,2616,2288,2856,1733,1123,2048,883,1165
254,Estados Unidos Mexicanos,Campeche,De 20 000 a 49 999 habitantes,Total,28351,13654,14697,23415,11627,11788,4936,2027,2909
255,Estados Unidos Mexicanos,Campeche,De 20 000 a 49 999 habitantes,De 6 a 9 años,4209,2034,2175,2488,1198,1290,1721,836,885
256,Estados Unidos Mexicanos,Campeche,De 20 000 a 49 999 habitantes,De 10 a 14 años,4557,2262,2295,4204,2095,2109,353,167,186
257,Estados Unidos Mexicanos,Campeche,De 20 000 a 49 999 habitantes,De 15 a 19 años,3853,1835,2018,3552,1706,1846,301,129,172
258,Estados Unidos Mexicanos,Campeche,De 20 000 a 49 999 habitantes,De 20 a 24 años,3006,1413,1593,2718,1304,1414,288,109,179
259,Estados Unidos Mexicanos,Campeche,De 20 000 a 49 999 habitantes,De 25 a 29 años,2537,1199,1338,2263,1096,1167,274,103,171
260,Estados Unidos Mexicanos,Campeche,De 20 000 a 49 999 habitantes,De 30 a 34 años,2077,992,1085,1839,911,928,238,81,157
261,Estados Unidos Mexicanos,Campeche,De 20 000 a 49 999 habitantes,De 35 a 39 años,1979,999,980,1716,898,818,263,101,162
262,Estados Unidos Mexicanos,Campeche,De 20 000 a 49 999 habitantes,De 40 años y más,6133,2920,3213,4635,2419,2216,1498,501,997
263,Estados Unidos Mexicanos,Campeche,De 50 000 habitantes y más,Total,57278,27405,29873,47841,23664,24177,9437,3741,5696
264,Estados Unidos Mexicanos,Campeche,De 50 000 habitantes y más,De 6 a 9 años,7998,4002,3996,5147,2571,2576,2851,1431,1420
265,Estados Unidos Mexicanos,Campeche,De 50 000 habitantes y más,De 10 a 14 años,8807,4367,4440,8245,4098,4147,562,269,293
266,Estados Unidos Mexicanos,Campeche,De 50 000 habitantes y más,De 15 a 19 años,7972,3696,4276,7459,3485,3974,513,211,302
267,Estados Unidos Mexicanos,Campeche,De 50 000 habitantes y más,De 20 a 24 años,6014,2712,3302,5501,2534,2967,513,178,335
268,Estados Unidos Mexicanos,Campeche,De 50 000 habitantes y más,De 25 a 29 años,4806,2242,2564,4245,2076,2169,561,166,395
269,Estados Unidos Mexicanos,Campeche,De 50 000 habitantes y más,De 30 a 34 años,3873,1798,2075,3401,1643,1758,472,155,317
270,Estados Unidos Mexicanos,Campeche,De 50 000 habitantes y más,De 35 a 39 años,3834,1768,2066,3196,1578,1618,638,190,448
271,Estados Unidos Mexicanos,Campeche,De 50 000 habitantes y más,De 40 años y más,13974,6820,7154,10647,5679,4968,3327,1141,2186
272,Estados Unidos Mexicanos,Coahuila,Total,Total,889858,447872,441986,740836,375069,365767,149022,72803,76219
273,Estados Unidos Mexicanos,Coahuila,Total,De 6 a 9 años,137775,70820,66955,82067,41125,40942,55708,29695,26013
274,Estados Unidos Mexicanos,Coahuila,Total,De 10 a 14 años,150934,77779,73155,140863,72111,68752,10071,5668,4403
275,Estados Unidos Mexicanos,Coahuila,Total,De 15 a 19 años,117799,59181,58618,109789,55097,54692,8010,4084,3926
276,Estados Unidos Mexicanos,Coahuila,Total,De 20 a 24 años,93422,45395,48027,85373,41679,43694,8049,3716,4333
277,Estados Unidos Mexicanos,Coahuila,Total,De 25 a 29 años,73228,35746,37482,65977,32470,33507,7251,3276,3975
278,Estados Unidos Mexicanos,Coahuila,Total,De 30 a 34 años,60366,29817,30549,53742,26887,26855,6624,2930,3694
279,Estados Unidos Mexicanos,Coahuila,Total,De 35 a 39 años,56084,27913,28171,48686,24716,23970,7398,3197,4201
280,Estados Unidos Mexicanos,Coahuila,Total,De 40 años y más,200250,101221,99029,154339,80984,73355,45911,20237,25674
281,Estados Unidos Mexicanos,Coahuila,Hasta 2 499 habitantes,Total,237286,125951,111335,181145,96731,84414,56141,29220,26921
282,Estados Unidos Mexicanos,Coahuila,Hasta 2 499 habitantes,De 6 a 9 años,39374,20234,19140,21194,10589,10605,18180,9645,8535
283,Estados Unidos Mexicanos,Coahuila,Hasta 2 499 habitantes,De 10 a 14 años,41476,21761,19715,37269,19333,17936,4207,2428,1779
284,Estados Unidos Mexicanos,Coahuila,Hasta 2 499 habitantes,De 15 a 19 años,29840,15820,14020,26504,13975,12529,3336,1845,1491
285,Estados Unidos Mexicanos,Coahuila,Hasta 2 499 habitantes,De 20 a 24 años,23902,12505,11397,20599,10792,9807,3303,1713,1590
286,Estados Unidos Mexicanos,Coahuila,Hasta 2 499 habitantes,De 25 a 29 años,19248,10015,9233,16183,8483,7700,3065,1532,1533
287,Estados Unidos Mexicanos,Coahuila,Hasta 2 499 habitantes,De 30 a 34 años,15590,8254,7336,12849,6900,5949,2741,1354,1387
288,Estados Unidos Mexicanos,Coahuila,Hasta 2 499 habitantes,De 35 a 39 años,14873,7910,6963,11745,6401,5344,3128,1509,1619
289,Estados Unidos Mexicanos,Coahuila,Hasta 2 499 habitantes,De 40 años y más,52983,29452,23531,34802,20258,14544,18181,9194,8987
290,Estados Unidos Mexicanos,Coahuila,De 2 500 a 4 999 habitantes,Total,27219,13907,13312,22668,11617,11051,4551,2290,2261
291,Estados Unidos Mexicanos,Coahuila,De 2 500 a 4 999 habitantes,De 6 a 9 años,4293,2229,2064,2674,1353,1321,1619,876,743
292,Estados Unidos Mexicanos,Coahuila,De 2 500 a 4 999 habitantes,De 10 a 14 años,4585,2336,2249,4384,2228,2156,201,108,93
293,Estados Unidos Mexicanos,Coahuila,De 2 500 a 4 999 habitantes,De 15 a 19 años,3451,1809,1642,3232,1697,1535,219,112,107
294,Estados Unidos Mexicanos,Coahuila,De 2 500 a 4 999 habitantes,De 20 a 24 años,2668,1281,1387,2435,1170,1265,233,111,122
295,Estados Unidos Mexicanos,Coahuila,De 2 500 a 4 999 habitantes,De 25 a 29 años,2158,1063,1095,1938,959,979,220,104,116
296,Estados Unidos Mexicanos,Coahuila,De 2 500 a 4 999 habitantes,De 30 a 34 años,1798,903,895,1584,807,777,214,96,118
297,Estados Unidos Mexicanos,Coahuila,De 2 500 a 4 999 habitantes,De 35 a 39 años,1702,888,814,1446,767,679,256,121,135
298,Estados Unidos Mexicanos,Coahuila,De 2 500 a 4 999 habitantes,De 40 años y más,6564,3398,3166,4975,2636,2339,1589,762,827
299,Estados Unidos Mexicanos,Coahuila,De 5 000 a 9 999 habitantes,Total,38567,19482,19085,33507,16996,16511,5060,2486,2574
300,Estados Unidos Mexicanos,Coahuila,De 5 000 a 9 999 habitantes,De 6 a 9 años,6322,3257,3065,4281,2126,2155,2041,1131,910
301,Estados Unidos Mexicanos,Coahuila,De 5 000 a 9 999 habitantes,De 10 a 14 años,6787,3494,3293,6427,3262,3165,360,232,128
302,Estados Unidos Mexicanos,Coahuila,De 5 000 a 9 999 habitantes,De 15 a 19 años,4902,2524,2378,4664,2393,2271,238,131,107
303,Estados Unidos Mexicanos,Coahuila,De 5 000 a 9 999 habitantes,De 20 a 24 años,3855,1897,1958,3625,1791,1834,230,106,124
304,Estados Unidos Mexicanos,Coahuila,De 5 000 a 9 999 habitantes,De 25 a 29 años,3147,1511,1636,2947,1420,1527,200,91,109
305,Estados Unidos Mexicanos,Coahuila,De 5 000 a 9 999 habitantes,De 30 a 34 años,2707,1316,1391,2500,1244,1256,207,72,135
306,Estados Unidos Mexicanos,Coahuila,De 5 000 a 9 999 habitantes,De 35 a 39 años,2368,1197,1171,2147,1110,1037,221,87,134
307,Estados Unidos Mexicanos,Coahuila,De 5 000 a 9 999 habitantes,De 40 años y más,8479,4286,4193,6916,3650,3266,1563,636,927
308,Estados Unidos Mexicanos,Coahuila,De 10 000 a 19 999 habitantes,Total,69648,34788,34860,58447,29490,28957,11201,5298,5903
309,Estados Unidos Mexicanos,Coahuila,De 10 000 a 19 999 habitantes,De 6 a 9 años,11008,5664,5344,6818,3467,3351,4190,2197,1993
310,Estados Unidos Mexicanos,Coahuila,De 10 000 a 19 999 habitantes,De 10 a 14 años,12177,6309,5868,11420,5888,5532,757,421,336
311,Estados Unidos Mexicanos,Coahuila,De 10 000 a 19 999 habitantes,De 15 a 19 años,8997,4481,4516,8483,4233,4250,514,248,266
312,Estados Unidos Mexicanos,Coahuila,De 10 000 a 19 999 habitantes,De 20 a 24 años,6746,3200,3546,6207,2979,3228,539,221,318
313,Estados Unidos Mexicanos,Coahuila,De 10 000 a 19 999 habitantes,De 25 a 29 años,5351,2560,2791,4869,2357,2512,482,203,279
314,Estados Unidos Mexicanos,Coahuila,De 10 000 a 19 999 habitantes,De 30 a 34 años,4571,2216,2355,4094,2013,2081,477,203,274
315,Estados Unidos Mexicanos,Coahuila,De 10 000 a 19 999 habitantes,De 35 a 39 años,4334,2121,2213,3752,1880,1872,582,241,341
316,Estados Unidos Mexicanos,Coahuila,De 10 000 a 19 999 habitantes,De 40 años y más,16464,8237,8227,12804,6673,6131,3660,1564,2096
317,Estados Unidos Mexicanos,Coahuila,De 20 000 a 49 999 habitantes,Total,145219,70946,74273,127069,62675,64394,18150,8271,9879
318,Estados Unidos Mexicanos,Coahuila,De 20 000 a 49 999 habitantes,De 6 a 9 años,21625,10816,10809,14426,7073,7353,7199,3743,3456
319,Estados Unidos Mexicanos,Coahuila,De 20 000 a 49 999 habitantes,De 10 a 14 años,24635,12235,12400,23711,11745,11966,924,490,434
320,Estados Unidos Mexicanos,Coahuila,De 20 000 a 49 999 habitantes,De 15 a 19 años,19463,9430,10033,18633,9035,9598,830,395,435
321,Estados Unidos Mexicanos,Coahuila,De 20 000 a 49 999 habitantes,De 20 a 24 años,14776,6985,7791,13929,6618,7311,847,367,480
322,Estados Unidos Mexicanos,Coahuila,De 20 000 a 49 999 habitantes,De 25 a 29 años,11358,5407,5951,10612,5102,5510,746,305,441
323,Estados Unidos Mexicanos,Coahuila,De 20 000 a 49 999 habitantes,De 30 a 34 años,9889,4710,5179,9091,4375,4716,798,335,463
324,Estados Unidos Mexicanos,Coahuila,De 20 000 a 49 999 habitantes,De 35 a 39 años,9460,4556,4904,8586,4234,4352,874,322,552
325,Estados Unidos Mexicanos,Coahuila,De 20 000 a 49 999 habitantes,De 40 años y más,34013,16807,17206,28081,14493,13588,5932,2314,3618
326,Estados Unidos Mexicanos,Coahuila,De 50 000 habitantes y más,Total,371919,182798,189121,318000,157560,160440,53919,25238,28681
327,Estados Unidos Mexicanos,Coahuila,De 50 000 habitantes y más,De 6 a 9 años,55153,28620,26533,32674,16517,16157,22479,12103,10376
328,Estados Unidos Mexicanos,Coahuila,De 50 000 habitantes y más,De 10 a 14 años,61274,31644,29630,57652,29655,27997,3622,1989,1633
329,Estados Unidos Mexicanos,Coahuila,De 50 000 habitantes y más,De 15 a 19 años,51146,25117,26029,48273,23764,24509,2873,1353,1520
330,Estados Unidos Mexicanos,Coahuila,De 50 000 habitantes y más,De 20 a 24 años,41475,19527,21948,38578,18329,20249,2897,1198,1699
331,Estados Unidos Mexicanos,Coahuila,De 50 000 habitantes y más,De 25 a 29 años,31966,15190,16776,29428,14149,15279,2538,1041,1497
332,Estados Unidos Mexicanos,Coahuila,De 50 000 habitantes y más,De 30 a 34 años,25811,12418,13393,23624,11548,12076,2187,870,1317
333,Estados Unidos Mexicanos,Coahuila,De 50 000 habitantes y más,De 35 a 39 años,23347,11241,12106,21010,10324,10686,2337,917,1420
334,Estados Unidos Mexicanos,Coahuila,De 50 000 habitantes y más,De 40 años y más,81747,39041,42706,66761,33274,33487,14986,5767,9219
335,Estados Unidos Mexicanos,Colima,Total,Total,191553,95911,95642,144805,73033,71772,46748,22878,23870
336,Estados Unidos Mexicanos,Colima,Total,De 6 a 9 años,31161,15739,15422,16284,8068,8216,14877,7671,7206
337,Estados Unidos Mexicanos,Colima,Total,De 10 a 14 años,33301,17123,16178,29792,15104,14688,3509,2019,1490
338,Estados Unidos Mexicanos,Colima,Total,De 15 a 19 años,26020,12971,13049,23151,11454,11697,2869,1517,1352
339,Estados Unidos Mexicanos,Colima,Total,De 20 a 24 años,19438,9440,9998,16691,8199,8492,2747,1241,1506
340,Estados Unidos Mexicanos,Colima,Total,De 25 a 29 años,15316,7528,7788,12749,6368,6381,2567,1160,1407
341,Estados Unidos Mexicanos,Colima,Total,De 30 a 34 años,11702,5812,5890,9438,4835,4603,2264,977,1287
342,Estados Unidos Mexicanos,Colima,Total,De 35 a 39 años,11536,5744,5792,8582,4425,4157,2954,1319,1635
343,Estados Unidos Mexicanos,Colima,Total,De 40 años y más,43079,21554,21525,28118,14580,13538,14961,6974,7987
344,Estados Unidos Mexicanos,Colima,Hasta 2 499 habitantes,Total,57919,29970,27949,40708,21264,19444,17211,8706,8505
345,Estados Unidos Mexicanos,Colima,Hasta 2 499 habitantes,De 6 a 9 años,10196,5065,5131,4605,2224,2381,5591,2841,2750
346,Estados Unidos Mexicanos,Colima,Hasta 2 499 habitantes,De 10 a 14 años,10484,5527,4957,9181,4754,4427,1303,773,530
